,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,BPM,VORP,Year,slug
1893,Dion Waiters,SG,24,OKC,78,2152,9.4,0.492,0.34,0.222,1.9,8.0,5.1,10.0,1.9,0.5,13.4,17.7,0.3,1.8,2.1,0.046,-1.5,-2.1,-0.1,2016,waitedi01
1894,Kemba Walker,PG,25,CHO,81,2885,20.8,0.554,0.368,0.329,2.1,11.5,6.8,25.7,2.2,1.1,10.1,26.5,6.3,3.6,9.9,0.165,4.0,4.0,4.4,2016,walkeke02
1895,John Wall,PG,25,WAS,77,2784,19.8,0.51,0.243,0.255,1.7,13.8,7.6,46.2,2.5,1.7,17.5,28.6,2.2,3.5,5.7,0.098,2.2,3.2,3.7,2016,walljo01
1896,T.J. Warren,SF,22,PHO,47,1070,15.7,0.549,0.159,0.145,5.7,9.3,7.5,7.2,1.7,1.2,6.4,19.9,1.7,0.6,2.2,0.101,0.2,-1.2,0.2,2016,warretj01
1897,C.J. Watson,PG,31,ORL,33,656,8.6,0.461,0.35,0.285,1.7,9.6,5.6,18.1,1.4,0.6,14.0,12.1,0.2,0.4,0.6,0.047,-2.5,-3.3,-0.2,2016,watsocj01
1898,Briante Weber,PG,23,TOT,7,169,8.9,0.38,0.128,0.103,5.2,11.9,8.4,18.6,2.7,1.6,18.1,13.2,-0.2,0.2,0.0,0.004,-3.6,-2.1,0.0,2016,weberbr01
1899,Sonny Weems,SG-SF,29,TOT,43,499,3.7,0.459,0.373,0.136,1.5,10.3,5.8,14.2,1.0,0.2,26.0,13.5,-0.7,0.1,-0.5,-0.053,-5.7,-7.6,-0.7,2016,weemsso01
1900,David West,PF,35,SAS,78,1404,17.6,0.573,0.016,0.179,6.0,18.6,12.5,15.4,1.6,3.0,12.3,18.0,2.4,2.9,5.4,0.184,0.1,3.4,1.9,2016,westda01
1901,Russell Westbrook,PG,27,OKC,80,2750,27.6,0.554,0.236,0.397,6.1,18.1,12.4,49.6,2.9,0.6,16.8,31.6,10.0,4.0,14.0,0.245,7.6,10.0,8.3,2016,westbru01
1902,Hassan Whiteside,C,26,MIA,73,2125,25.7,0.629,0.0,0.482,13.1,32.4,23.1,2.4,1.1,9.7,14.2,20.7,5.0,5.3,10.3,0.233,-0.9,2.5,2.4,2016,whiteha01
1903,Shayne Whittington,PF,24,IND,7,41,7.4,0.463,0.182,0.182,13.4,18.6,16.0,10.9,1.2,2.0,29.6,18.1,-0.1,0.1,0.0,-0.009,-5.4,-4.5,0.0,2016,whittsh01
1904,Andrew Wiggins,SF,20,MIN,81,2845,16.5,0.543,0.147,0.437,4.3,7.5,5.9,10.1,1.4,1.3,10.6,27.2,3.4,0.7,4.1,0.069,0.4,-2.1,-0.1,2016,wiggian01
1905,C.J. Wilcox,SG,25,LAC,23,167,12.9,0.491,0.348,0.182,0.7,7.1,3.9,9.4,3.0,0.9,2.7,19.8,0.1,0.2,0.3,0.089,-1.5,-2.4,0.0,2016,wilcocj01
1906,Alan Williams,PF,23,PHO,10,68,21.1,0.481,0.0,0.583,21.9,39.2,30.3,11.7,2.9,6.0,16.6,22.6,0.1,0.2,0.2,0.146,-2.5,1.5,0.1,2016,willial03
1907,Deron Williams,PG,31,DAL,65,2106,14.6,0.53,0.364,0.266,1.0,8.9,5.0,29.3,1.5,0.6,14.8,22.0,2.2,1.4,3.7,0.083,0.9,-0.1,1.0,2016,willide01
1908,Derrick Williams,SF,24,NYK,80,1435,17.2,0.55,0.265,0.453,3.6,18.7,11.3,8.9,1.0,0.5,8.3,23.3,2.4,1.2,3.6,0.12,-0.1,-2.6,-0.2,2016,willide02
1909,Elliot Williams,PG,26,MEM,5,45,3.3,0.34,0.4,0.4,2.4,7.9,5.1,12.4,0.0,0.0,7.8,12.7,0.0,0.0,0.0,-0.046,-5.2,-8.7,-0.1,2016,williel01
1910,Lou Williams,SG,29,LAL,67,1907,17.7,0.584,0.462,0.612,1.7,8.1,4.8,15.1,1.6,0.8,10.8,22.8,4.5,0.3,4.7,0.119,3.0,0.3,1.1,2016,willilo02
1911,Marvin Williams,PF,29,CHO,81,2338,16.8,0.585,0.506,0.193,5.9,18.6,12.2,7.6,1.2,2.7,7.1,16.8,4.7,3.2,7.8,0.161,1.7,2.7,2.7,2016,willima02
1912,Mo Williams,PG,33,CLE,41,748,12.4,0.527,0.338,0.139,0.9,9.9,5.4,21.1,1.0,0.5,15.1,22.8,0.4,0.7,1.1,0.067,-1.3,-3.3,-0.2,2016,willima01
1913,Justise Winslow,SF,19,MIA,78,2232,8.4,0.489,0.251,0.253,4.2,15.8,10.2,7.4,1.6,0.9,15.6,12.5,-0.2,2.7,2.5,0.054,-2.2,-0.6,0.8,2016,winslju01
1914,Jeff Withey,C,25,UTA,51,658,17.7,0.577,0.012,0.364,10.0,20.7,15.4,5.0,1.7,6.8,13.0,15.1,1.1,1.3,2.3,0.171,-2.0,1.7,0.6,2016,witheje01
1915,Christian Wood,PF,20,PHI,17,145,16.4,0.49,0.208,0.396,9.4,19.4,14.3,3.5,1.7,3.7,3.1,19.4,0.2,0.1,0.3,0.097,-2.9,-4.5,-0.1,2016,woodch01
1916,Metta World Peace,SF,36,LAL,35,590,8.3,0.435,0.475,0.322,3.4,13.2,8.1,7.2,1.9,1.5,6.9,16.2,-0.2,0.3,0.1,0.008,-2.8,-3.8,-0.3,2016,artesro01
1917,Brandan Wright,PF,28,MEM,12,212,18.3,0.663,0.0,0.462,7.2,16.3,11.6,4.7,1.2,6.6,13.8,15.4,0.4,0.2,0.7,0.147,-0.9,0.9,0.2,2016,wrighbr03
1918,Delon Wright,PG,23,TOR,27,229,17.8,0.54,0.163,0.438,4.1,14.3,9.3,22.5,1.8,1.1,14.4,22.1,0.3,0.2,0.6,0.124,-0.1,-0.7,0.1,2016,wrighde01
1919,Tony Wroten,PG,22,PHI,8,144,1.8,0.412,0.262,0.569,1.5,14.9,7.9,23.3,1.0,0.0,26.3,33.5,-0.8,0.0,-0.8,-0.263,-9.9,-13.4,-0.4,2016,wroteto01
1920,James Young,SG,20,BOS,29,199,3.6,0.384,0.722,0.111,2.1,11.9,6.9,6.0,1.5,0.4,11.7,9.1,-0.2,0.2,0.1,0.013,-4.7,-4.6,-0.1,2016,youngja01
1921,Joe Young,PG,23,IND,41,384,9.9,0.428,0.272,0.148,1.7,12.5,7.1,26.9,1.9,0.0,15.5,24.4,-0.5,0.5,-0.1,-0.009,-3.9,-5.4,-0.3,2016,youngjo01
1922,Nick Young,SG,30,LAL,54,1033,9.1,0.483,0.637,0.204,1.4,9.0,5.1,5.4,1.1,0.5,6.9,18.5,0.1,0.0,0.1,0.003,-1.4,-4.8,-0.7,2016,youngni01
1923,Thaddeus Young,PF,27,BRK,73,2407,17.5,0.533,0.031,0.169,8.1,23.0,15.4,9.5,2.3,1.2,11.6,21.6,1.9,2.2,4.1,0.081,-0.5,0.1,1.3,2016,youngth01
1924,Cody Zeller,C,23,CHO,73,1774,16.1,0.592,0.023,0.531,8.4,19.7,14.0,6.3,1.6,2.9,11.2,15.4,3.6,2.7,6.3,0.169,-1.0,1.0,1.3,2016,zelleco01
1925,Tyler Zeller,C,26,BOS,60,710,15.4,0.539,0.0,0.372,9.1,17.6,13.3,6.6,0.7,2.4,12.0,23.0,0.8,0.9,1.7,0.114,-3.2,-4.4,-0.4,2016,zellety01
1926,Álex Abrines,SG,23,OKC,68,1055,10.1,0.56,0.724,0.144,1.9,7.1,4.5,5.5,1.7,0.6,8.3,15.9,1.2,0.9,2.1,0.096,-0.3,-2.5,-0.1,2017,abrinal01
1927,Quincy Acy,PF,26,TOT,38,558,11.8,0.565,0.529,0.353,3.9,18.0,11.0,4.9,1.2,2.0,9.7,16.8,0.5,0.5,0.9,0.082,-1.8,-3.0,-0.1,2017,acyqu01
1928,Steven Adams,C,23,OKC,80,2389,16.5,0.589,0.002,0.392,13.0,15.4,14.2,5.4,1.8,2.6,16.0,16.2,3.3,3.1,6.5,0.13,-0.7,0.6,1.5,2017,adamsst01
1929,Arron Afflalo,SG,31,SAC,61,1580,8.9,0.559,0.36,0.221,0.7,8.4,4.6,7.4,0.7,0.3,8.4,14.4,1.2,0.2,1.4,0.043,-1.4,-3.5,-0.6,2017,afflaar01
1930,Alexis Ajinça,C,28,NOP,39,584,12.9,0.529,0.022,0.225,8.3,23.8,16.0,3.1,1.7,3.1,13.7,17.2,0.0,0.9,1.0,0.08,-5.1,-4.1,-0.3,2017,ajincal01
1931,Cole Aldrich,C,28,MIN,62,531,12.7,0.549,0.0,0.256,11.0,23.9,17.4,6.4,2.4,3.7,15.1,9.4,0.6,0.7,1.3,0.116,-2.0,0.6,0.4,2017,aldrico01
1932,LaMarcus Aldridge,PF,31,SAS,72,2335,18.6,0.532,0.053,0.258,8.5,16.6,12.7,9.9,1.0,3.0,7.7,24.5,3.5,3.7,7.2,0.149,-0.3,1.0,1.8,2017,aldrila01
1933,Lavoy Allen,PF,27,IND,61,871,11.6,0.485,0.006,0.196,13.7,14.5,14.1,9.1,1.0,2.4,13.7,10.9,0.9,0.8,1.7,0.093,-1.5,-0.3,0.4,2017,allenla01
1934,Tony Allen,SG,35,MEM,71,1914,13.3,0.493,0.091,0.218,9.6,13.8,11.7,8.4,3.1,1.4,13.3,17.9,0.2,2.9,3.1,0.077,-1.8,0.6,1.3,2017,allento01
1935,Al-Farouq Aminu,PF,26,POR,61,1773,11.3,0.506,0.455,0.292,4.8,23.5,14.1,7.9,1.7,2.0,15.2,15.4,-0.1,2.0,1.9,0.051,-2.3,-1.1,0.4,2017,aminual01
1936,Chris Andersen,C,38,CLE,12,114,11.6,0.497,0.136,0.636,9.0,20.6,15.0,5.9,2.2,5.0,15.1,13.0,0.1,0.2,0.2,0.102,-3.8,-0.9,0.0,2017,anderch01
1937,Alan Anderson,SF,34,LAC,30,308,5.0,0.494,0.55,0.2,1.1,7.4,4.4,4.9,0.5,0.0,7.4,13.7,0.0,0.1,0.1,0.02,-2.6,-4.9,-0.2,2017,anderal01
1938,Justin Anderson,SF,23,TOT,75,1228,13.9,0.537,0.442,0.294,6.2,16.9,11.4,8.8,1.7,1.6,11.7,20.9,0.6,1.3,1.9,0.074,-1.2,-1.6,0.1,2017,anderju01
1939,Kyle Anderson,SF,23,SAS,72,1020,12.5,0.525,0.191,0.273,3.7,19.0,11.5,12.4,2.5,2.1,14.3,12.1,0.7,2.0,2.7,0.127,-2.1,1.6,0.9,2017,anderky01
1940,Ryan Anderson,PF,28,HOU,72,2116,13.5,0.583,0.655,0.194,5.8,11.2,8.5,4.7,0.7,0.5,6.2,17.9,4.0,1.1,5.2,0.117,1.8,-0.8,0.6,2017,anderry01
1941,Giannis Antetokounmpo,SF,22,MIL,80,2845,26.1,0.599,0.143,0.486,5.9,22.6,14.3,26.6,2.3,4.7,13.3,28.3,7.9,4.5,12.4,0.21,4.1,7.6,6.9,2017,antetgi01
1942,Carmelo Anthony,SF,32,NYK,74,2538,17.9,0.535,0.303,0.263,2.6,16.0,9.3,14.5,1.2,1.1,9.0,29.1,3.2,1.5,4.7,0.089,1.5,-0.7,0.8,2017,anthoca01
1943,Joel Anthony,C,34,SAS,19,122,11.6,0.64,0.0,0.5,7.6,20.9,14.4,3.4,0.8,4.0,17.0,8.7,0.1,0.2,0.4,0.141,-3.1,-0.6,0.0,2017,anthojo01
1944,Trevor Ariza,SF,31,HOU,80,2773,12.4,0.548,0.695,0.158,2.1,15.9,9.0,8.8,2.5,0.6,7.9,14.1,2.8,3.2,6.0,0.104,0.7,1.7,2.6,2017,arizatr01
1945,Darrell Arthur,PF,28,DEN,41,639,12.8,0.583,0.544,0.102,4.4,14.9,9.7,9.3,1.5,2.5,13.8,17.3,0.6,0.4,1.1,0.081,0.3,-0.3,0.3,2017,arthuda01
1946,Ömer Aşık,C,30,NOP,31,482,9.8,0.517,0.0,0.6,10.4,25.3,17.8,4.2,0.5,1.7,14.6,8.8,0.4,0.6,1.0,0.1,-4.3,-3.1,-0.1,2017,asikom01
1947,D.J. Augustin,PG,29,ORL,78,1538,11.0,0.524,0.53,0.311,1.0,7.4,4.1,20.4,1.0,0.1,13.3,19.4,0.7,0.5,1.2,0.038,-0.9,-4.2,-0.9,2017,augusdj01
1948,Luke Babbitt,SF,27,MIA,68,1065,8.3,0.563,0.747,0.053,1.2,13.5,7.3,4.8,0.9,0.8,8.0,13.0,0.8,1.0,1.8,0.081,-1.1,-1.9,0.0,2017,babbilu01
1949,Ron Baker,SG,23,NYK,52,857,7.5,0.456,0.396,0.198,1.5,10.8,6.2,17.3,2.0,0.8,19.2,14.8,-0.6,0.5,-0.1,-0.008,-3.5,-4.4,-0.5,2017,bakerro01
1950,Wade Baldwin,PG,20,MEM,33,405,6.5,0.404,0.191,0.322,3.0,10.2,6.5,22.8,2.3,1.7,22.9,19.1,-0.8,0.5,-0.3,-0.041,-6.2,-5.7,-0.4,2017,baldwwa01
1951,Leandro Barbosa,SG,34,PHO,67,963,11.5,0.509,0.25,0.115,1.6,10.3,5.9,13.0,1.5,0.7,10.4,20.0,0.3,0.4,0.6,0.031,-2.0,-4.1,-0.5,2017,barbole01
1952,J.J. Barea,PG,32,DAL,35,771,17.2,0.521,0.431,0.149,1.3,11.9,6.3,44.2,0.9,0.1,14.7,26.2,0.8,0.5,1.3,0.08,2.0,-0.5,0.3,2017,bareajo01
1953,Harrison Barnes,PF,24,DAL,79,2803,16.3,0.541,0.173,0.22,3.7,13.1,8.2,7.7,1.2,0.5,6.8,25.3,2.5,2.1,4.6,0.078,-0.7,-1.9,0.1,2017,barneha02
1954,Matt Barnes,SF,36,TOT,74,1777,10.3,0.514,0.556,0.188,4.6,19.7,12.3,15.7,1.3,1.3,17.3,15.6,0.3,1.7,2.0,0.053,-1.2,-0.6,0.6,2017,barnema02
1955,Will Barton,SG,26,DEN,60,1705,15.5,0.547,0.353,0.285,3.8,12.9,8.4,17.7,1.4,1.3,11.5,21.1,2.5,0.8,3.3,0.093,1.3,0.3,1.0,2017,bartowi01
1956,Brandon Bass,PF,31,LAC,52,577,19.7,0.65,0.016,0.473,8.6,16.2,12.5,5.7,1.2,1.6,11.4,19.7,1.6,0.6,2.2,0.186,0.1,-0.7,0.2,2017,bassbr01
1957,Nicolas Batum,SG,28,CHO,77,2617,15.8,0.529,0.415,0.291,1.9,18.4,10.1,27.7,1.6,1.0,15.0,22.3,1.7,2.8,4.6,0.084,0.7,1.2,2.1,2017,batumni01
1958,Jerryd Bayless,PG,28,PHI,3,71,8.7,0.453,0.156,0.313,4.6,14.0,9.3,29.4,0.0,0.0,19.8,27.7,-0.1,0.0,-0.1,-0.067,-5.2,-8.2,-0.1,2017,bayleje01
1959,Aron Baynes,C,30,DET,75,1163,13.1,0.57,0.0,0.337,10.0,21.6,15.6,3.9,0.7,2.8,13.5,14.1,1.4,1.5,3.0,0.123,-2.9,-1.8,0.1,2017,baynear01
1960,Kent Bazemore,SF,27,ATL,73,1963,11.5,0.504,0.369,0.233,2.6,10.3,6.5,14.2,2.3,2.3,13.6,20.5,-0.6,2.8,2.1,0.052,-2.0,-0.8,0.6,2017,bazemke01
1961,Bradley Beal,SG,23,WAS,77,2684,20.1,0.604,0.418,0.259,2.2,7.8,5.0,16.2,1.5,0.7,9.6,26.5,6.9,1.6,8.5,0.152,4.5,2.2,2.8,2017,bealbr01
1962,Malik Beasley,SG,20,DEN,22,165,13.7,0.536,0.384,0.137,3.4,8.0,5.7,10.2,2.1,0.0,9.4,22.0,0.1,0.1,0.2,0.057,-0.5,-3.9,-0.1,2017,beaslma01
1963,Michael Beasley,PF,28,MIL,56,935,17.8,0.584,0.106,0.259,5.0,18.9,12.0,9.9,1.5,2.5,12.7,25.3,0.8,1.0,1.8,0.092,-1.7,-2.9,-0.2,2017,beaslmi01
1964,Marco Belinelli,SG,30,CHO,74,1778,13.3,0.566,0.46,0.273,0.9,10.2,5.5,13.1,1.2,0.4,9.2,19.2,2.0,1.2,3.2,0.087,0.1,-1.9,0.1,2017,belinma01
1965,DeAndre' Bembry,SF,22,ATL,38,371,8.8,0.481,0.184,0.163,4.2,13.1,8.7,11.5,1.1,1.2,13.2,14.2,-0.1,0.4,0.3,0.038,-4.4,-4.3,-0.2,2017,bembrde01
1966,Dragan Bender,PF,19,PHO,43,574,5.3,0.44,0.627,0.068,4.2,15.6,9.7,5.5,0.8,3.1,16.2,14.4,-0.7,0.3,-0.3,-0.029,-4.0,-4.3,-0.3,2017,bendedr01
1967,Anthony Bennett,PF,23,BRK,23,264,14.7,0.533,0.522,0.391,10.2,21.0,15.6,7.1,0.9,0.9,10.0,19.4,0.3,0.2,0.5,0.09,-0.8,-3.0,-0.1,2017,bennean01
1968,Ben Bentil,PF,21,DAL,3,10,-17.6,0.0,0.333,0.0,0.0,24.4,11.6,0.0,0.0,0.0,25.0,18.9,-0.1,0.0,-0.1,-0.473,-22.4,-26.9,-0.1,2017,bentibe01
1969,Dāvis Bertāns,PF,24,SAS,67,808,12.9,0.609,0.739,0.145,3.2,10.4,6.9,8.3,1.3,2.8,11.4,15.7,1.1,1.2,2.3,0.135,1.2,1.8,0.8,2017,bertada01
1970,Patrick Beverley,SG,28,HOU,67,2058,13.0,0.546,0.53,0.175,5.0,15.8,10.4,18.8,2.3,1.0,14.6,14.1,2.9,2.4,5.3,0.123,0.8,2.3,2.3,2017,beverpa01
1971,Bismack Biyombo,C,24,ORL,81,1793,12.2,0.546,0.0,0.69,9.3,25.6,17.2,6.0,0.7,4.1,17.7,13.2,0.8,2.1,2.9,0.077,-4.2,-2.2,-0.1,2017,biyombi01
1972,Nemanja Bjelica,PF,28,MIN,65,1190,11.0,0.526,0.497,0.171,5.5,18.6,12.0,9.6,1.7,1.4,13.4,16.4,0.6,0.9,1.5,0.059,-0.7,-1.1,0.3,2017,bjeline01
1973,Tarik Black,C,25,LAL,67,1091,15.0,0.56,0.007,0.371,13.9,20.7,17.2,5.3,1.3,3.3,14.5,15.7,1.5,0.8,2.4,0.105,-1.8,-1.6,0.1,2017,blackta01
1974,Eric Bledsoe,PG,27,PHO,66,2176,20.5,0.563,0.3,0.443,2.5,13.8,8.0,31.1,2.0,1.2,15.3,28.1,4.0,1.4,5.3,0.118,3.7,3.3,2.9,2017,bledser01
1975,Bojan Bogdanović,SF,27,TOT,81,2083,13.5,0.585,0.464,0.288,1.9,12.3,7.2,8.7,0.8,0.3,12.1,22.4,2.0,0.9,2.9,0.067,-0.1,-2.9,-0.5,2017,bogdabo02
1976,Andrew Bogut,C,32,TOT,27,583,9.3,0.46,0.012,0.136,10.6,33.9,21.7,12.3,1.2,3.9,33.4,10.4,-0.3,1.0,0.7,0.055,-5.6,-0.3,0.3,2017,bogutan01
1977,Joel Bolomboy,PF,23,UTA,12,53,19.7,0.59,0.25,0.375,9.0,27.6,18.5,6.3,1.0,3.1,9.7,18.2,0.1,0.1,0.2,0.171,-1.3,-0.8,0.0,2017,bolomjo01
1978,Devin Booker,SG,20,PHO,78,2730,14.6,0.531,0.283,0.308,1.8,8.3,5.0,16.3,1.3,0.6,12.9,28.6,1.3,0.6,2.0,0.035,0.4,-2.3,-0.2,2017,bookede01
1979,Trevor Booker,PF,29,BRK,71,1754,15.7,0.554,0.132,0.186,8.7,25.5,17.2,12.9,2.0,1.2,16.6,18.7,1.0,2.2,3.1,0.086,-1.6,0.1,0.9,2017,booketr01
1980,Avery Bradley,SG,26,BOS,55,1835,14.4,0.548,0.357,0.12,4.0,16.2,10.1,11.0,1.8,0.5,9.7,21.9,1.1,2.0,3.1,0.081,-0.2,-0.5,0.7,2017,bradlav01
1981,Corey Brewer,SF,30,TOT,82,1281,9.1,0.491,0.339,0.195,2.7,11.6,7.1,10.7,2.3,1.3,12.7,14.3,0.0,1.2,1.2,0.045,-2.9,-2.7,-0.2,2017,breweco01
1982,Malcolm Brogdon,SG,24,MIL,75,1982,14.9,0.555,0.304,0.198,2.8,9.6,6.3,24.3,2.2,0.5,14.1,18.5,2.6,1.5,4.1,0.1,0.6,-0.5,0.8,2017,brogdma01
1983,Aaron Brooks,PG,32,IND,65,894,9.5,0.507,0.427,0.133,2.3,6.3,4.3,20.7,1.4,0.9,17.2,19.2,-0.2,0.5,0.3,0.016,-2.1,-4.6,-0.6,2017,brookaa01
1984,Anthony Brown,SF,24,TOT,11,159,7.2,0.43,0.54,0.0,5.3,16.9,11.0,7.6,1.5,0.5,10.7,15.6,-0.2,0.2,0.0,0.001,-3.8,-4.0,-0.1,2017,brownan02
1985,Bobby Brown,PG,32,HOU,25,123,10.8,0.509,0.583,0.033,0.0,5.3,2.7,17.6,0.4,0.0,7.6,22.7,0.1,0.0,0.1,0.04,-1.5,-7.6,-0.2,2017,brownbo02
1986,Jaylen Brown,SF,20,BOS,78,1341,10.3,0.539,0.319,0.293,3.8,14.4,9.1,7.2,1.3,1.1,12.5,18.1,0.2,1.3,1.5,0.053,-3.1,-4.0,-0.7,2017,brownja02
1987,Nicolás Brussino,SG,23,DAL,54,521,10.7,0.498,0.674,0.156,5.5,16.2,10.6,13.9,1.7,1.4,14.7,16.0,0.0,0.6,0.6,0.055,-1.7,-1.0,0.1,2017,brussni01
1988,Reggie Bullock,SF,25,DET,31,467,11.7,0.538,0.57,0.055,2.9,12.4,7.5,8.8,1.9,0.5,7.1,13.4,0.4,0.5,1.0,0.101,-0.4,0.1,0.2,2017,bullore01
1989,Trey Burke,PG,24,WAS,57,703,10.8,0.532,0.275,0.114,1.1,6.4,3.8,20.7,0.8,0.6,15.2,19.6,0.3,0.3,0.5,0.036,-2.3,-5.7,-0.7,2017,burketr01
1990,Alec Burks,SG,25,UTA,42,653,11.6,0.501,0.306,0.315,3.1,17.7,10.6,7.5,1.4,0.6,11.0,22.7,-0.1,0.9,0.8,0.056,-3.3,-4.2,-0.4,2017,burksal01
1991,Jimmy Butler,SF,27,CHI,76,2809,25.1,0.586,0.198,0.54,4.9,13.2,9.0,24.8,2.6,0.9,9.3,26.5,10.1,3.8,13.8,0.236,5.8,6.9,6.3,2017,butleji01
1992,Bruno Caboclo,SF,21,TOR,9,40,14.6,0.438,0.375,0.0,14.2,14.1,14.1,15.1,2.5,2.2,11.1,20.1,0.0,0.1,0.1,0.083,0.1,0.8,0.0,2017,cabocbr01
1993,José Calderón,PG,35,TOT,41,539,8.9,0.506,0.478,0.09,3.0,12.2,7.5,23.3,1.0,0.2,22.7,14.4,0.0,0.3,0.3,0.023,-2.9,-4.7,-0.4,2017,caldejo01
1994,Kentavious Caldwell-Pope,SG,23,DET,76,2529,12.8,0.519,0.471,0.199,2.3,8.7,5.3,11.2,1.8,0.4,7.9,19.2,2.0,2.5,4.5,0.086,0.9,0.9,1.8,2017,caldwke01
1995,Isaiah Canaan,SG,25,CHI,39,592,8.1,0.483,0.543,0.191,1.1,8.1,4.6,9.0,1.9,0.1,10.1,15.4,0.0,0.6,0.5,0.042,-2.3,-3.4,-0.2,2017,canaais01
1996,Clint Capela,C,22,HOU,65,1551,21.4,0.638,0.0,0.314,12.5,24.5,18.5,6.7,1.1,4.1,12.0,19.9,3.8,2.1,5.9,0.184,0.0,0.9,1.1,2017,capelca01
1997,DeMarre Carroll,SF,30,TOR,72,1882,11.9,0.53,0.582,0.213,3.8,12.7,8.3,5.7,2.2,1.2,8.2,15.6,1.7,2.1,3.8,0.097,0.7,1.0,1.4,2017,carrode01
1998,Vince Carter,SF,40,MEM,73,1799,11.7,0.542,0.604,0.235,2.2,12.5,7.2,11.5,1.7,1.9,8.5,14.9,1.9,2.1,4.0,0.106,0.1,1.0,1.4,2017,cartevi01
1999,Michael Carter-Williams,PG,25,CHI,45,846,9.9,0.437,0.209,0.252,3.0,16.6,9.8,20.0,2.3,2.2,16.3,20.9,-1.0,1.3,0.2,0.013,-4.1,-2.4,-0.1,2017,cartemi01
2000,Omri Casspi,PF,28,TOT,36,643,10.0,0.526,0.262,0.177,4.9,15.2,10.1,8.6,1.8,0.4,14.1,14.4,0.1,0.4,0.5,0.038,-2.4,-3.0,-0.2,2017,casspom01
2001,Willie Cauley-Stein,C,23,SAC,75,1421,16.3,0.558,0.004,0.314,7.0,20.4,13.8,9.4,1.9,2.8,11.2,19.7,1.4,1.5,2.9,0.1,-2.0,-1.2,0.3,2017,caulewi01
2002,Tyson Chandler,C,34,PHO,47,1298,16.6,0.703,0.0,0.544,12.5,33.2,22.6,3.3,1.2,1.5,18.7,11.2,2.7,1.3,4.1,0.151,-0.7,-0.3,0.5,2017,chandty01
2003,Wilson Chandler,SF,29,DEN,71,2197,14.9,0.545,0.347,0.207,5.2,17.8,11.6,9.8,1.1,1.1,10.0,22.0,2.4,1.1,3.5,0.077,0.5,-0.9,0.6,2017,chandwi01
2004,Marquese Chriss,PF,19,PHO,82,1743,12.3,0.529,0.354,0.286,5.8,16.1,10.8,5.2,1.8,3.2,13.2,19.7,0.3,1.5,1.8,0.05,-1.6,-1.6,0.2,2017,chrisma01
2005,Rakeem Christmas,PF,25,IND,29,219,10.4,0.529,0.0,0.674,13.5,15.2,14.4,2.5,0.7,2.4,12.5,13.1,0.3,0.2,0.5,0.099,-3.0,-4.2,-0.1,2017,chrisra01
2006,Semaj Christon,PG,24,OKC,64,973,5.7,0.387,0.283,0.139,2.2,7.8,4.9,18.1,1.4,0.6,15.4,12.2,-0.7,0.8,0.1,0.006,-5.1,-6.3,-1.1,2017,chrisse01
2007,Ian Clark,SG,25,GSW,77,1137,13.1,0.575,0.376,0.134,2.3,9.0,5.8,11.2,1.7,0.6,10.7,19.5,1.0,1.3,2.3,0.099,-0.6,-2.0,0.0,2017,clarkia01
2008,Jordan Clarkson,SG,24,LAL,82,2397,13.2,0.526,0.332,0.157,2.2,9.3,5.6,14.4,1.8,0.3,12.5,23.3,0.5,0.7,1.2,0.024,-0.5,-2.7,-0.4,2017,clarkjo01
2009,Norris Cole,PG,28,OKC,13,125,5.4,0.381,0.25,0.192,0.0,9.8,4.9,16.3,3.1,0.0,11.0,21.5,-0.2,0.2,-0.1,-0.033,-6.5,-8.2,-0.2,2017,coleno01
2010,Darren Collison,PG,29,SAC,68,2063,15.3,0.57,0.245,0.239,1.3,7.1,4.3,24.5,1.6,0.4,12.6,19.8,3.1,0.8,3.9,0.091,0.8,-1.5,0.3,2017,collida01
2011,Nick Collison,PF,36,OKC,20,128,12.9,0.622,0.043,0.348,7.8,19.1,13.4,13.2,0.8,1.2,13.1,10.1,0.3,0.1,0.4,0.145,-1.8,-1.8,0.0,2017,collini01
2012,Mike Conley,PG,29,MEM,69,2292,23.2,0.604,0.415,0.365,1.5,10.8,6.0,34.5,2.1,0.8,11.8,26.3,7.5,2.5,10.0,0.209,6.5,5.7,4.5,2017,conlemi01
2013,Pat Connaughton,SG,24,POR,39,316,11.8,0.645,0.458,0.125,3.5,14.8,9.1,12.7,0.9,0.5,18.3,13.0,0.4,0.2,0.6,0.09,-0.9,-2.5,0.0,2017,connapa01
2014,Quinn Cook,PG,23,TOT,14,188,11.8,0.579,0.394,0.076,0.6,3.6,2.0,22.8,1.1,0.0,16.0,19.6,0.1,0.1,0.2,0.047,-1.7,-5.9,-0.2,2017,cookqu01
2015,DeMarcus Cousins,C,26,TOT,72,2465,25.8,0.562,0.253,0.468,7.0,29.2,18.2,25.8,2.0,3.4,13.5,36.5,3.9,3.8,7.6,0.149,3.9,6.6,5.3,2017,couside01
2016,Robert Covington,SF,26,PHI,67,2119,13.2,0.534,0.563,0.238,4.8,17.9,11.3,7.5,2.9,2.6,13.9,19.2,0.0,3.2,3.1,0.071,-0.7,1.4,1.8,2017,covinro01
